AppID,FacilityType,AllImprovementTypes,DominantImprovementType,ImprovementTypeCount,F_Mainline_Capacity_Expansion,F_Mainline_Capacity_Expansion_features,F_Interchange_Operations_Improvement,F_Interchange_Operations_Improvement_features,F_Merge-Diverge_Weaving_Improvement,F_Merge-Diverge_Weaving_Improvement_features,F_New_Freeway_Connection_Access_Improvement,F_New_Freeway_Connection_Access_Improvement_features,F_Freeway_Operational_Control_ITS,F_Freeway_Operational_Control_ITS_features,A_Arterial_Corridor_Capacity_Expansion,A_Arterial_Corridor_Capacity_Expansion_features,A_Signal_Operational_Optimization,A_Signal_Operational_Optimization_features,A_Intersection_Control_Change,A_Intersection_Control_Change_features,A_Lane_Channelization_Geometric_Improvement,A_Lane_Channelization_Geometric_Improvement_features,A_Access_Management,A_Access_Management_features
534,Arterial,Arterial Corridor Capacity Expansion,Arterial Corridor Capacity Expansion,1,0,,0,,0,,0,,0,,1,corridor widening; segment widening,0,,0,,0,,0,
515,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane,0,
495,Hybrid,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,channelization improvement,1,shoulder improvement; acceleration lane extension; turn lane lengthening; taper addition,0,
623,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Access Management,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,0,,1,added left-turn lane; intersection realignment,1,median opening closure; access spacing improvement
602,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane; lane extension,1,median opening closure; access spacing improvement
439,Freeway,Mainline Capacity Expansion; Merge-Diverge / Weaving Improvement,Mainline Capacity Expansion,2,1,mainline widening; shoulder conversion,0,,1,auxiliary lane addition; merge taper improvement,0,,0,,0,,0,,0,,0,,0,
642,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane,0,
503,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane; improved turn lane,0,
629,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane; turn lane extension; turn lane widening,1,access management techniques
474,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,auxiliary lane addition; acceleration lane extension,0,,0,,0,,0,,0,,0,,0,
531,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,merge taper improvement,0,,0,,0,,0,,0,,0,,0,
550,Freeway,Mainline Capacity Expansion,Mainline Capacity Expansion,1,1,add through lane; mainline widening; shoulder conversion,0,,0,,0,,0,,0,,0,,0,,0,,0,
547,Hybrid,New Freeway Connection / Access Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement,New Freeway Connection / Access Improvement,3,0,,0,,0,,1,new interchange; grade-separated interchange,0,,0,,0,,1,signal to grade-separated interchange,1,turn lane improvement; intersection widening,0,
527,Freeway,Mainline Capacity Expansion,Mainline Capacity Expansion,1,1,shoulder widening,0,,0,,0,,0,,0,,0,,0,,0,,0,
3494,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane; storage extension,0,
3927,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane; lane-use reallocation,0,
630,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane; lane-use reallocation,0,
1645,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane,1,added left-turn lane; added right-turn lane; lane-use reallocation,0,
576,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane,0,
747,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Arterial Corridor Capacity Expansion,,3,0,,0,,0,,0,,0,,1,corridor widening; added turn lanes,0,,1,intersection reconfiguration,1,added left-turn lane; added right-turn lane; paved shoulder,0,
504,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
1068,Freeway,Merge-Diverge / Weaving Improvement; New Freeway Connection / Access Improvement; Freeway Operational Control / ITS; Mainline Capacity Expansion,,4,1,add through lane; mainline widening,0,,1,merge taper improvement; weaving section improvement,1,new off-ramp; interchange access completion,1,incident management system,0,,0,,0,,0,,0,
683,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane,1,median opening closure; driveway consolidation
3997,Hybrid,Merge-Diverge / Weaving Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement,,3,0,,0,,1,ramp merge spacing improvement,0,,0,,0,,0,,1,stop control to unsignalized,1,added right-turn lane; channelization improvement,0,
524,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added turn lane,0,
559,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
553,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
620,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane,1,median opening closure
705,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,curve realignment; shoulder widening; sight distance improvement,0,
1610,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
532,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
1053,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,signal optimization,1,approach widening; sight distance improvement,0,
607,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
597,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,,2,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added turn lane,0,
1439,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,stop control installation,1,added left-turn lane; storage extension; lane-use reallocation,0,
1656,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
579,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,turn lane improvement; intersection widening,1,access spacing improvement
1349,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,intersection realignment,1,curve realignment; intersection reconstruction,0,
614,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Access Management,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,0,,1,roadway realignment,1,access spacing improvement
1451,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,0,,1,intersection realignment,1,added right-turn lane; turn lane improvement,1,access management
585,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,0,,1,added turn lane; intersection widening,0,
1453,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Arterial Corridor Capacity Expansion,4,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,1,new intersection,1,roadway on new alignment; lane-use reallocation,1,limited driveways; shared access
502,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension; deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
1444,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,0,
621,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement,Intersection Control Change,2,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion; intersection realignment,1,intersection realignment; curb and gutter addition,0,
505,Hybrid,Interchange Operations Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,,4,0,,1,ramp terminal widening; ramp terminal turn lane addition,0,,0,,0,,0,,0,,1,signal installation; lane-use reallocation,1,added left-turn lane; receiving lane addition,1,access spacing improvement
4098,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,,3,0,,0,,0,,0,,0,,0,,1,signal modification,1,remove right turn lane; add crosswalks; add pedestrian signal,1,road diet; brick pavers; street lighting; trees,0,
608,Arterial,Intersection Control Change; Access Management,Intersection Control Change,2,0,,0,,0,,0,,0,,0,,0,,1,signal to roundabout,0,,1,access spacing improvement
545,Freeway,Interchange Operations Improvement; Merge-Diverge / Weaving Improvement,Interchange Operations Improvement,2,0,,1,ramp terminal reconfiguration; roundabout at ramp terminal,1,merge taper improvement; diverge taper improvement,0,,0,,0,,0,,0,,0,,0,
521,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,1,signal adjustments,0,,1,added left-turn lane; channelized right-turn lane; shared left-through lane; storage extension,0,
542,Freeway,Mainline Capacity Expansion,Mainline Capacity Expansion,1,1,add through lane; mainline widening,0,,0,,0,,0,,0,,0,,0,,0,,0,
622,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,Intersection Control Change,3,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion,1,roadway realignment,1,raised median installation
656,Arterial,Lane / Channelization / Geometric Improvement; Access Management,,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane,1,median opening closure
1108,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane,0,
586,Arterial,Intersection Control Change; Access Management,Intersection Control Change,2,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion; signal removal,0,,1,access management
1093,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,intersection widening,1,corridor widening; added through lane,1,access spacing improvement
1318,Other / Unclear,,,3,0,,0,,0,,0,,0,,0,,1,New Traffic Signal/Signal Optimization,0,,1,Improve Bike/Pedestrian Crossing (At Grade),1,Access Management
522,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,intersection widening,1,added right-turn lane; approach widening,0,
562,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane; lane-use reallocation; shoulder improvement,1,median opening closure; access spacing improvement
649,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added right-turn lane; added left-turn lane; approach widening; lane-use reallocation,1,RIRO
1281,Hybrid,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management; New Freeway Connection / Access Improvement; Freeway Operational Control / ITS,,7,0,,0,,0,,1,new interchange,1,ITS improvement,1,add through lane; corridor widening,1,signal optimization,1,new intersection,1,roadway realignment; shoulder improvement; turn lane improvement,1,access management
518,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,added through lane,0,,0,,1,turn lane improvement,0,
1503,Arterial,Lane / Channelization / Geometric Improvement; Arterial Corridor Capacity Expansion,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,1,corridor widening; added through lane,0,,0,,1,added left-turn lane; added right-turn lane; lane-use reallocation,0,
697,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Signal / Operational Optimization,,3,0,,0,,0,,0,,0,,0,,1,signal timing optimization; signal coordination,1,signal installation,1,added left-turn lane; dual left-turn lanes; storage extension,0,
668,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion,1,lane-use reallocation; channelization improvement; approach widening,1,access spacing improvement; raised median installation
458,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management; Signal / Operational Optimization,,4,0,,0,,0,,0,,0,,0,,1,signal synchronization,1,signal reconstruction,1,added right turn lane; added left turn lanes,1,median extension
604,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,lane-use reallocation; turn lane improvement,1,driveway consolidation; access spacing improvement
733,Arterial,Arterial Corridor Capacity Expansion; Access Management; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,corridor widening; added through lane,0,,0,,1,turn lane improvement; intersection realignment,1,access management improvements
1633,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,1,signal timing optimization; signal coordination,0,,1,added right-turn lane; lane-use reallocation; channelization improvement,0,
1644,Hybrid,Interchange Operations Improvement; Lane / Channelization / Geometric Improvement,Interchange Operations Improvement,2,0,,1,ramp terminal turn lane addition,0,,0,,0,,0,,0,,0,,1,added left-turn lane; lane-use reallocation,0,
646,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,1,signal timing optimization,0,,1,added left-turn lane; added through lane; channelized right turn lane; approach widening,1,median opening closure
3489,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,0,
447,Hybrid,Intersection Control Change; New Freeway Connection / Access Improvement,,2,0,,0,,0,,1,ramp terminal reconfiguration,0,,0,,0,,1,roundabout conversion,0,,0,
609,Hybrid,Interchange Operations Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement,,3,0,,1,ramp terminal widening; ramp terminal turn lane addition; interchange reconfiguration,0,,0,,0,,0,,0,,1,signal installation; roundabout conversion,1,added left-turn lane; added right-turn lane; lane-use reallocation,0,
1090,Freeway,Interchange Operations Improvement; Merge-Diverge / Weaving Improvement; New Freeway Connection / Access Improvement,Interchange Operations Improvement,3,0,,1,ramp terminal widening; interchange reconfiguration; ramp terminal turn lane addition,1,auxiliary lane addition; merge taper improvement,1,new connector road; interchange access completion,0,,0,,0,,0,,0,,0,
4175,Freeway,Mainline Capacity Expansion,Mainline Capacity Expansion,1,1,shoulder widening,0,,0,,0,,0,,0,,0,,0,,0,,0,
1581,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,corridor widening; added shoulder,0,,0,,1,shoulder improvement; lane-use reallocation,0,
443,Hybrid,Merge-Diverge / Weaving Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement; Freeway Operational Control / ITS,,4,0,,0,,1,auxiliary lane addition,0,,1,queue detection system; ramp preemption technology,0,,0,,1,signal coordination,1,lane-use reallocation,0,
1400,Arterial,Lane / Channelization / Geometric Improvement; Access Management; Intersection Control Change,,3,0,,0,,0,,0,,0,,0,,0,,1,intersection widening; improve nighttime visibility,1,lengthen turn lanes; storage extension,1,access spacing improvement; median opening closure
496,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,,2,0,,0,,0,,0,,0,,0,,0,,1,redefining cross over,1,turn lane improvement; lane widening,0,
1510,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,Intersection Control Change,3,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion,1,added right-turn lane,1,median opening closure; access spacing improvement
633,Arterial,Arterial Corridor Capacity Expansion; Intersection Control Change; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,1,signal installation,1,added left-turn lane; added right-turn lane,0,
