AppID,FacilityType,AllImprovementTypes,DominantImprovementType,ImprovementTypeCount,F_Mainline_Capacity_Expansion,F_Mainline_Capacity_Expansion_features,F_Interchange_Operations_Improvement,F_Interchange_Operations_Improvement_features,F_Merge-Diverge_Weaving_Improvement,F_Merge-Diverge_Weaving_Improvement_features,F_New_Freeway_Connection_Access_Improvement,F_New_Freeway_Connection_Access_Improvement_features,F_Freeway_Operational_Control_ITS,F_Freeway_Operational_Control_ITS_features,A_Arterial_Corridor_Capacity_Expansion,A_Arterial_Corridor_Capacity_Expansion_features,A_Signal_Operational_Optimization,A_Signal_Operational_Optimization_features,A_Intersection_Control_Change,A_Intersection_Control_Change_features,A_Lane_Channelization_Geometric_Improvement,A_Lane_Channelization_Geometric_Improvement_features,A_Access_Management,A_Access_Management_features
625,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Signal / Operational Optimization; Access Management,Arterial Corridor Capacity Expansion,4,0,,0,,0,,0,,0,,1,corridor widening; added through lane,1,signal installation; signal coordination,0,,1,raised median installation; added left-turn lane; added right-turn lane,1,median opening closure; access spacing improvement
583,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,0,
438,Arterial,Arterial Corridor Capacity Expansion; Signal / Operational Optimization; Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,,5,0,,0,,0,,0,,0,,1,corridor widening; added through lane,1,signal installation; signal coordination; adaptive signal control,1,new intersection,1,added left-turn lane; added right-turn lane; lane-use reallocation,1,access spacing improvement; raised median installation
3821,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,intersection realignment,1,added lane width; turn lane improvement,0,
525,Freeway,Merge-Diverge / Weaving Improvement; Mainline Capacity Expansion,Merge-Diverge / Weaving Improvement,2,1,add through lane,0,,1,auxiliary lane addition,0,,0,,0,,0,,0,,0,,0,
1417,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Signal / Operational Optimization,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,1,signal optimization,1,intersection widening,1,added left-turn lane; added right-turn lane; lane-use reallocation,0,
599,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,,3,0,,0,,0,,0,,0,,1,corridor widening,1,signal timing optimization,0,,1,added left-turn lane; added right-turn lane,0,
635,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added right-turn lane; lane-use reallocation; channelization improvement,1,driveway consolidation
1647,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Signal / Operational Optimization,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,1,signal timing optimization,1,added left-turn lane,1,added left-turn lane; lane-use reallocation; channelization improvement,0,
736,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,1,median opening closure
745,Arterial,Intersection Control Change; Signal / Operational Optimization,Intersection Control Change,2,0,,0,,0,,0,,0,,0,,1,signal timing optimization,1,signal installation,0,,0,
1209,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,0,
667,Hybrid,Interchange Operations Improvement; Merge-Diverge / Weaving Improvement; New Freeway Connection / Access Improvement; Intersection Control Change; Lane / Channelization / Geometric Improvement,,5,0,,1,ramp terminal reconfiguration; ramp terminal turn lane addition,1,ramp merge spacing improvement,1,new on-ramp; new off-ramp,0,,0,,0,,1,signal installation,1,added turn lane; roadway realignment,0,
528,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added right-turn lane; dual left-turn lanes; receiving lane extension; lane-use reallocation,1,driveway consolidation
616,Hybrid,Signal / Operational Optimization; Intersection Control Change,Intersection Control Change,2,0,,0,,0,,0,,0,,0,,1,signal optimization,1,signal installation,0,,0,
739,Freeway,New Freeway Connection / Access Improvement,New Freeway Connection / Access Improvement,1,0,,0,,0,,1,new ramp,0,,0,,0,,0,,0,,0,
735,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,added through lane,0,,0,,1,intersection widening,0,
445,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,deceleration lane extension,0,,0,,0,,0,,0,,0,,0,
565,Freeway,Interchange Operations Improvement; Merge-Diverge / Weaving Improvement,Interchange Operations Improvement,2,0,,1,ramp terminal reconfiguration; ramp terminal turn lane addition,1,weaving section improvement,0,,0,,0,,0,,0,,0,,0,
1419,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,4,0,,0,,0,,0,,0,,1,corridor widening; added through lane; segment widening,0,,1,signal installation; intersection widening,1,added left-turn lane; added right-turn lane; storage extension; receiving lane addition,1,access spacing improvement; raised median installation
509,,,,0,,,,,,,,,,,,,,,,,,,,
459,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management; Signal / Operational Optimization,,4,0,,0,,0,,0,,0,,0,,1,signal optimization,1,intersection reconfiguration,1,corridor widening; added through lane,1,entrance consolidation; access spacing improvement
725,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management; Signal / Operational Optimization,,5,0,,0,,0,,0,,0,,1,added through lane; corridor widening,1,signal optimization,1,intersection widening; turn lane addition,1,roadway realignment; turn lane addition,1,access consolidation; entrance reduction
720,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,1,intersection widening,1,added right-turn lane; lane widening; curbing; crosswalk improvement,0,
470,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,corridor widening; added through lane,0,,1,signal installation; intersection widening,1,added sidewalk; shared-use path,0,
1027,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,auxiliary lane addition,0,,0,,0,,0,,0,,0,,0,
478,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Signal / Operational Optimization; Access Management,Arterial Corridor Capacity Expansion,4,0,,0,,0,,0,,0,,1,corridor widening; added through lane,1,signal coordination; signal timing optimization,0,,1,added left-turn lane; channelization improvement,1,access spacing improvement; median opening closure
1245,Hybrid,Interchange Operations Improvement; Merge-Diverge / Weaving Improvement; New Freeway Connection / Access Improvement; Freeway Operational Control / ITS; Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,,7,0,,1,interchange reconfiguration; ramp terminal widening,1,auxiliary lane addition; merge taper improvement,1,new interchange,1,dynamic message signs,0,,0,,1,signal installation; channelization improvement,1,added right-turn lane; lane-use reallocation,1,access spacing improvement
641,Arterial,Arterial Corridor Capacity Expansion,Arterial Corridor Capacity Expansion,1,0,,0,,0,,0,,0,,1,added through lane,0,,0,,0,,0,
1591,Freeway,Mainline Capacity Expansion,Mainline Capacity Expansion,1,1,add through lane; shoulder improvement,0,,0,,0,,0,,0,,0,,0,,0,,0,
677,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,1,signal optimization; signal coordination,0,,1,added left-turn lane; added right-turn lane; intersection widening,1,median opening closure; access restriction
1424,Arterial,Lane / Channelization / Geometric Improvement; Arterial Corridor Capacity Expansion,,2,0,,0,,0,,0,,0,,1,corridor widening; added through lane,0,,0,,1,added right-turn lane; added left-turn lane; intersection widening,0,
611,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization; Arterial Corridor Capacity Expansion,,3,0,,0,,0,,0,,0,,1,added through lane,1,signal optimization,0,,1,added left-turn lane,0,
598,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,0,,1,lane-use reallocation; shoulder improvement,0,
434,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Access Management; Signal / Operational Optimization,Arterial Corridor Capacity Expansion,4,0,,0,,0,,0,,0,,1,corridor widening; added through lane,1,signal optimization,0,,1,added left-turn lane; added right-turn lane; intersection widening,1,median opening closure; access spacing improvement
1141,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane; turn lane extension,0,
743,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added left-turn lane; added right-turn lane; lane-use reallocation,1,driveway consolidation
1025,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added left-turn lane; added right-turn lane; turn lane extension,0,
529,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added right-turn lane; approach widening; lane-use reallocation,1,access spacing improvement; driveway consolidation
1243,Arterial,Signal / Operational Optimization,Signal / Operational Optimization,1,0,,0,,0,,0,,0,,0,,1,adaptive signal control; signal optimization,0,,0,,0,
552,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane; lane extension,0,
589,Freeway,Mainline Capacity Expansion; Interchange Operations Improvement; Merge-Diverge / Weaving Improvement; Freeway Operational Control / ITS,Mainline Capacity Expansion,4,1,add through lane; collector-distributor road addition,1,ramp terminal widening; interchange reconfiguration; ramp terminal turn lane addition,1,weaving section improvement,0,,1,ITS improvement,0,,0,,0,,0,,0,
724,Hybrid,Interchange Operations Improvement; Intersection Control Change,Interchange Operations Improvement,3,0,,1,ramp terminal reconfiguration,1,weaving section improvement,0,,0,,0,,0,,1,signal installation,0,,0,
444,Freeway,Merge-Diverge / Weaving Improvement,Merge-Diverge / Weaving Improvement,1,0,,0,,1,acceleration lane extension,0,,0,,0,,0,,0,,0,,0,
560,Arterial,Signal / Operational Optimization,Signal / Operational Optimization,1,0,,0,,0,,0,,0,,0,,1,signal coordination; adaptive signal control,0,,0,,0,
1163,Freeway,Freeway Operational Control / ITS,Freeway Operational Control / ITS,1,0,,0,,0,,0,,1,incident management system,0,,0,,0,,0,,0,
437,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
501,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,Lane / Channelization / Geometric Improvement,3,0,,0,,0,,0,,0,,0,,0,,1,intersection widening,1,added through lane; dual left-turn lanes,1,access spacing improvement
510,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,intersection widening; approach widening; channelization improvement,1,access spacing improvement; driveway consolidation
519,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
548,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
563,Other / Unclear,,,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,RIRO
637,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
638,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
652,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
669,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
689,Arterial,Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,,2,0,,0,,0,,0,,0,,0,,1,signal timing optimization,0,,1,pedestrian refuge installation,0,
696,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
722,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
741,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1052,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added sidewalk; added crosswalk; pedestrian push button pedestals; ADA compliant ramps,1,narrow and consolidate commercial entrances
1086,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1091,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added sidewalk; improved pedestrian crossing,0,
1092,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,added sidewalk; improved shoulder,0,
1110,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1297,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,new intersection,1,turn lane improvement; shoulder improvement,1,access management
1301,Hybrid,Arterial Corridor Capacity Expansion; New Freeway Connection / Access Improvement; Freeway Operational Control / ITS,,3,0,,0,,0,,1,new interchange,1,ITS improvement,1,add through lane; shoulder improvement,0,,0,,0,,0,
1310,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,intersection widening; added right-turn lane,1,access spacing improvement; driveway consolidation
1312,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change,,2,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added sidewalk,0,
1394,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
461,Freeway,Freeway Operational Control / ITS,Freeway Operational Control / ITS,1,0,,0,,0,,0,,1,variable message signs; vehicle presence detector; over height vehicle sensor,0,,0,,0,,0,,0,
475,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Access Management,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,corridor widening; added through lane; segment widening,0,,0,,1,approach widening; intersection widening; lane-use reallocation,1,access spacing improvement; raised median installation
493,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,shoulder widening; clear zone improvements; sight distance improvements,0,
507,Arterial,Lane / Channelization / Geometric Improvement; Arterial Corridor Capacity Expansion,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,1,corridor widening,0,,0,,1,curve improvement; lane widening,0,
535,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Signal / Operational Optimization,,3,0,,0,,0,,0,,0,,0,,1,signal optimization,1,signal installation,1,channelization improvement; sight distance improvement,0,
554,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement; Intersection Control Change,Arterial Corridor Capacity Expansion,3,0,,0,,0,,0,,0,,1,corridor widening; added through lane,0,,1,intersection widening; added left-turn lane; added right-turn lane,1,lane-use reallocation; shoulder improvement,0,
572,Arterial,Signal / Operational Optimization; Intersection Control Change,Signal / Operational Optimization,2,0,,0,,0,,0,,0,,0,,1,signal optimization,1,signal installation,0,,0,
588,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Arterial Corridor Capacity Expansion,,3,0,,0,,0,,0,,0,,1,added through lane; corridor widening,0,,1,roundabout conversion,1,intersection realignment; added left-turn lane,0,
593,Arterial,Lane / Channelization / Geometric Improvement; Arterial Corridor Capacity Expansion,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,1,corridor widening; added lane width,0,,0,,1,intersection realignment; turn lane improvement; right turn taper,0,
613,Arterial,Signal / Operational Optimization,Signal / Operational Optimization,1,0,,0,,0,,0,,0,,0,,1,signal timing optimization,0,,0,,0,
651,Arterial,Intersection Control Change,Intersection Control Change,1,0,,0,,0,,0,,0,,0,,0,,1,signal installation,0,,0,
681,Arterial,Arterial Corridor Capacity Expansion; Lane / Channelization / Geometric Improvement,Arterial Corridor Capacity Expansion,2,0,,0,,0,,0,,0,,1,corridor widening; segment widening,0,,0,,1,shoulder improvement; lane-use reallocation,0,
712,Arterial,Lane / Channelization / Geometric Improvement,Lane / Channelization / Geometric Improvement,1,0,,0,,0,,0,,0,,0,,0,,0,,1,roadway realignment; vertical alignment correction; lane widening,0,
734,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,1,median opening closure; access spacing improvement
1001,Freeway,Freeway Operational Control / ITS,Freeway Operational Control / ITS,1,0,,0,,0,,0,,1,ITS Improvement(s),0,,0,,0,,0,,0,
1009,Other / Unclear,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1087,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,channelization improvement,1,median opening closure
1339,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,Intersection Control Change,3,0,,0,,0,,0,,0,,0,,0,,1,roundabout conversion; signal to roundabout,1,lane-use reallocation; approach widening; intersection widening,1,access spacing improvement; median opening closure
1347,Arterial,Lane / Channelization / Geometric Improvement; Access Management,Lane / Channelization / Geometric Improvement,2,0,,0,,0,,0,,0,,0,,0,,0,,1,added right-turn lane,1,access management
1393,Arterial,Lane / Channelization / Geometric Improvement; Intersection Control Change; Access Management; Signal / Operational Optimization,,4,0,,0,,0,,0,,0,,0,,1,signal installation,1,intersection reconfiguration,1,added left-turn lane; added right-turn lane; lane-use reallocation; channelization improvement,1,RIRO; median opening closure; access spacing improvement
1395,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,Intersection Control Change,3,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,added right-turn lane; storage extension; turn lane lengthening,1,median opening closure
1448,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement; Access Management,Intersection Control Change,3,0,,0,,0,,0,,0,,0,,0,,1,intersection improvement; dynamic flashers,1,widen existing lanes; shoulder improvement; turn lane improvement,1,access management
4971,Arterial,Intersection Control Change; Lane / Channelization / Geometric Improvement,,2,0,,0,,0,,0,,0,,0,,0,,1,signal installation,1,median pedestrian refuge; crosswalk striping,0,
